time,Temperature (°C),Pressure (Pa)
2018-02-21 22:05:36.734,21.53,102366.47
2018-02-21 22:05:36.738,21.53,102365.7
2018-02-21 22:05:36.742,21.53,102365.7
2018-02-21 22:05:36.746,21.52,102364.17
2018-02-21 22:05:36.749,21.52,102364.96
2018-02-21 22:05:36.753,21.52,102364.96
2018-02-21 22:05:36.758,21.52,102364.96
2018-02-21 22:05:36.762,21.53,102365.7
2018-02-21 22:05:36.766,21.52,102359.61
2018-02-21 22:05:36.767,21.52,102359.61
2018-02-21 22:05:36.770,21.52,102359.61
2018-02-21 22:05:36.774,21.53,102361.13
2018-02-21 22:05:36.778,21.52,102366.85
2018-02-21 22:05:36.782,21.52,102366.85
2018-02-21 22:05:36.787,21.52,102359.61
2018-02-21 22:05:36.791,21.53,102355.02
2018-02-21 22:05:36.795,21.53,102355.02
2018-02-21 22:05:36.799,21.52,102356.17
2018-02-21 22:05:36.802,21.52,102358.85
2018-02-21 22:05:36.804,21.53,102360.36
2018-02-21 22:05:36.807,21.53,102360.36
2018-02-21 22:05:36.811,21.52,102361.51
2018-02-21 22:05:36.815,21.53,102361.13
2018-02-21 22:05:36.819,21.52,102358.85
2018-02-21 22:05:36.823,21.52,102358.85
2018-02-21 22:05:36.827,21.52,102356.95
2018-02-21 22:05:36.832,21.52,102354.28
2018-02-21 22:05:36.835,21.52,102354.28
2018-02-21 22:05:36.840,21.52,102359.61
2018-02-21 22:05:36.841,21.53,102360.36
2018-02-21 22:05:36.844,21.52,102356.17
2018-02-21 22:05:36.848,21.52,102356.17
2018-02-21 22:05:36.852,21.53,102363.03
2018-02-21 22:05:36.856,21.53,102361.13
2018-02-21 22:05:36.860,21.53,102361.13
2018-02-21 22:05:36.864,21.52,102359.61
2018-02-21 22:05:36.868,21.52,102359.61
2018-02-21 22:05:36.872,21.52,102353.5
2018-02-21 22:05:36.877,21.52,102353.5
2018-02-21 22:05:36.878,21.52,102354.28
2018-02-21 22:05:36.881,21.52,102358.85
2018-02-21 22:05:36.885,21.52,102358.85
2018-02-21 22:05:36.889,21.52,102361.51
2018-02-21 22:05:36.893,21.52,102354.28
2018-02-21 22:05:36.897,21.53,102365.7
2018-02-21 22:05:36.901,21.53,102365.7
2018-02-21 22:05:36.905,21.52,102359.61
2018-02-21 22:05:36.910,21.53,102360.36
2018-02-21 22:05:36.914,21.53,102360.36
2018-02-21 22:05:36.918,21.52,102356.17
2018-02-21 22:05:36.919,21.53,102363.03
2018-02-21 22:05:36.922,21.52,102358.85
2018-02-21 22:05:36.926,21.52,102358.85
2018-02-21 22:05:36.930,21.53,102360.36
2018-02-21 22:05:36.934,21.53,102357.69
2018-02-21 22:05:36.938,21.53,102357.69
2018-02-21 22:05:36.942,21.52,102361.51
2018-02-21 22:05:36.946,21.53,102365.7
2018-02-21 22:05:36.951,21.52,102356.17
2018-02-21 22:05:36.954,21.52,102356.17
2018-02-21 22:05:36.956,21.52,102359.61
2018-02-21 22:05:36.959,21.52,102364.96
2018-02-21 22:05:36.963,21.52,102361.51
2018-02-21 22:05:36.967,21.52,102361.51
2018-02-21 22:05:36.972,21.53,102360.36
2018-02-21 22:05:36.975,21.52,102356.17
2018-02-21 22:05:36.979,21.52,102356.17
2018-02-21 22:05:36.983,21.53,102360.36
2018-02-21 22:05:36.987,21.52,102362.28
2018-02-21 22:05:36.992,21.53,102365.7
2018-02-21 22:05:36.993,21.53,102365.7
2018-02-21 22:05:36.996,21.53,102363.03
2018-02-21 22:05:36.999,21.52,102356.95
2018-02-21 22:05:37.004,21.52,102356.95
2018-02-21 22:05:37.007,21.53,102368.36
2018-02-21 22:05:37.012,21.53,102363.03
2018-02-21 22:05:37.016,21.52,102359.61
2018-02-21 22:05:37.020,21.52,102359.61
2018-02-21 22:05:37.024,21.53,102360.36
2018-02-21 22:05:37.028,21.52,102364.17
2018-02-21 22:05:37.029,21.52,102364.17
2018-02-21 22:05:37.032,21.52,102362.28
2018-02-21 22:05:37.036,21.53,102363.03
2018-02-21 22:05:37.041,21.53,102365.7
2018-02-21 22:05:37.045,21.53,102365.7
2018-02-21 22:05:37.049,21.52,102359.61
2018-02-21 22:05:37.053,21.52,102362.28
2018-02-21 22:05:37.057,21.52,102362.28
2018-02-21 22:05:37.061,21.52,102364.96
2018-02-21 22:05:37.064,21.52,102362.28
2018-02-21 22:05:37.066,21.52,102361.51
2018-02-21 22:05:37.069,21.52,102361.51
2018-02-21 22:05:37.074,21.52,102364.17
2018-02-21 22:05:37.077,21.52,102358.85
2018-02-21 22:05:37.082,21.52,102358.85
2018-02-21 22:05:37.086,21.52,102358.85
2018-02-21 22:05:37.090,21.53,102366.47
2018-02-21 22:05:37.094,21.53,102360.36
2018-02-21 22:05:37.098,21.53,102360.36
2018-02-21 22:05:37.102,21.52,102356.17
2018-02-21 22:05:37.103,21.52,102358.85
2018-02-21 22:05:37.106,21.52,102361.51
2018-02-21 22:05:37.110,21.52,102361.51
2018-02-21 22:05:37.114,21.52,102359.61
2018-02-21 22:05:37.118,21.53,102365.7
2018-02-21 22:05:37.122,21.53,102365.7
2018-02-21 22:05:37.126,21.52,102364.17
2018-02-21 22:05:37.130,21.52,102356.95
2018-02-21 22:05:37.134,21.52,102361.51
2018-02-21 22:05:37.138,21.52,102361.51
2018-02-21 22:05:37.140,21.52,102364.96
2018-02-21 22:05:37.142,21.52,102359.61
2018-02-21 22:05:37.146,21.52,102359.61
2018-02-21 22:05:37.150,21.52,102359.61
2018-02-21 22:05:37.154,21.53,102355.79
2018-02-21 22:05:37.159,21.52,102361.51
2018-02-21 22:05:37.164,21.52,102361.51
2018-02-21 22:05:37.168,21.52,102358.85
2018-02-21 22:05:37.172,21.52,102364.17
2018-02-21 22:05:37.176,21.52,102364.17
2018-02-21 22:05:37.178,21.52,102361.51
2018-02-21 22:05:37.181,21.52,102362.28
2018-02-21 22:05:37.184,21.52,102356.17
2018-02-21 22:05:37.189,21.52,102356.17
2018-02-21 22:05:37.192,21.52,102364.17
2018-02-21 22:05:37.197,21.53,102355.02
2018-02-21 22:05:37.201,21.53,102355.02
2018-02-21 22:05:37.205,21.51,102360.74
2018-02-21 22:05:37.209,21.52,102359.61
2018-02-21 22:05:37.212,21.52,102358.85
2018-02-21 22:05:37.214,21.52,102358.85
2018-02-21 22:05:37.216,21.53,102355.02
2018-02-21 22:05:37.222,21.52,102358.85
2018-02-21 22:05:37.225,21.52,102358.85
2018-02-21 22:05:37.229,21.52,102361.51
2018-02-21 22:05:37.233,21.52,102359.61
2018-02-21 22:05:37.238,21.52,102358.85
2018-02-21 22:05:37.241,21.52,102358.85
2018-02-21 22:05:37.245,21.52,102362.28
2018-02-21 22:05:37.249,21.53,102357.69
2018-02-21 22:05:37.250,21.53,102355.02
2018-02-21 22:05:37.253,21.53,102355.02
2018-02-21 22:05:37.257,21.53,102357.69
2018-02-21 22:05:37.262,21.53,102360.36
2018-02-21 22:05:37.266,21.53,102360.36
2018-02-21 22:05:37.270,21.52,102359.61
2018-02-21 22:05:37.274,21.53,102355.02
2018-02-21 22:05:37.278,21.52,102354.28
2018-02-21 22:05:37.282,21.52,102354.28
2018-02-21 22:05:37.286,21.52,102359.61
2018-02-21 22:05:37.288,21.52,102353.5
2018-02-21 22:05:37.291,21.52,102353.5
2018-02-21 22:05:37.294,21.53,102360.36
2018-02-21 22:05:37.299,21.52,102358.85
2018-02-21 22:05:37.303,21.51,102363.41
2018-02-21 22:05:37.307,21.51,102363.41
2018-02-21 22:05:37.311,21.52,102359.61
2018-02-21 22:05:37.315,21.53,102363.03
2018-02-21 22:05:37.319,21.53,102363.03
2018-02-21 22:05:37.323,21.53,102363.03
2018-02-21 22:05:37.325,21.52,102361.51
2018-02-21 22:05:37.327,21.52,102358.85
2018-02-21 22:05:37.331,21.52,102358.85
2018-02-21 22:05:37.336,21.53,102357.69
2018-02-21 22:05:37.339,21.53,102363.03
2018-02-21 22:05:37.344,21.53,102363.03
2018-02-21 22:05:37.347,21.52,102359.61
2018-02-21 22:05:37.352,21.52,102359.61
2018-02-21 22:05:37.356,21.52,102362.28
2018-02-21 22:05:37.360,21.52,102362.28
2018-02-21 22:05:37.361,21.52,102358.85
2018-02-21 22:05:37.364,21.52,102361.51
2018-02-21 22:05:37.368,21.52,102361.51
2018-02-21 22:05:37.372,21.52,102358.85
2018-02-21 22:05:37.376,21.53,102363.03
2018-02-21 22:05:37.381,21.53,102363.03
2018-02-21 22:05:37.384,21.53,102363.03
2018-02-21 22:05:37.389,21.53,102363.03
2018-02-21 22:05:37.393,21.53,102363.03
2018-02-21 22:05:37.396,21.53,102363.03
2018-02-21 22:05:37.398,21.53,102366.47
2018-02-21 22:05:37.401,21.52,102362.28
2018-02-21 22:05:37.405,21.52,102364.17
2018-02-21 22:05:37.409,21.52,102364.17
2018-02-21 22:05:37.413,21.53,102360.36
2018-02-21 22:05:37.417,21.53,102363.03
2018-02-21 22:05:37.421,21.53,102363.03
2018-02-21 22:05:37.426,21.53,102363.03
2018-02-21 22:05:37.430,21.52,102364.17
2018-02-21 22:05:37.434,21.52,102364.96
2018-02-21 22:05:37.437,21.52,102364.96
2018-02-21 22:05:37.439,21.52,102364.17
2018-02-21 22:05:37.442,21.52,102359.61
2018-02-21 22:05:37.446,21.52,102364.96
2018-02-21 22:05:37.450,21.52,102364.96
2018-02-21 22:05:37.454,21.53,102360.36
2018-02-21 22:05:37.458,21.53,102363.03
2018-02-21 22:05:37.462,21.53,102363.03
2018-02-21 22:05:37.466,21.52,102359.61
2018-02-21 22:05:37.471,21.52,102364.96
2018-02-21 22:05:37.475,21.52,102361.51
2018-02-21 22:05:37.475,21.52,102361.51
2018-02-21 22:05:37.479,21.53,102363.03
2018-02-21 22:05:37.483,21.53,102360.36
2018-02-21 22:05:37.488,21.53,102360.36
2018-02-21 22:05:37.491,21.52,102358.85
2018-02-21 22:05:37.495,21.53,102363.03
2018-02-21 22:05:37.499,21.52,102358.85
2018-02-21 22:05:37.503,21.52,102358.85
2018-02-21 22:05:37.507,21.52,102364.96
2018-02-21 22:05:37.512,21.52,102359.61
2018-02-21 22:05:37.513,21.52,102359.61
2018-02-21 22:05:37.516,21.53,102360.36
2018-02-21 22:05:37.520,21.52,102362.28
2018-02-21 22:05:37.524,21.53,102366.47
2018-02-21 22:05:37.528,21.53,102366.47
2018-02-21 22:05:37.532,21.52,102359.61
2018-02-21 22:05:37.536,21.53,102365.7
2018-02-21 22:05:37.540,21.53,102365.7
2018-02-21 22:05:37.544,21.52,102358.85
2018-02-21 22:05:37.548,21.53,102363.03
2018-02-21 22:05:37.549,21.53,102360.36
2018-02-21 22:05:37.553,21.53,102360.36
2018-02-21 22:05:37.557,21.52,102361.51
2018-02-21 22:05:37.561,21.52,102362.28
2018-02-21 22:05:37.565,21.52,102364.17
2018-02-21 22:05:37.569,21.52,102364.17
2018-02-21 22:05:37.573,21.53,102360.36
2018-02-21 22:05:37.577,21.53,102363.03
2018-02-21 22:05:37.581,21.53,102363.03
2018-02-21 22:05:37.585,21.52,102364.17
2018-02-21 22:05:37.586,21.52,102362.28
2018-02-21 22:05:37.590,21.51,102358.07
2018-02-21 22:05:37.594,21.51,102358.07
2018-02-21 22:05:37.598,21.52,102359.61
2018-02-21 22:05:37.602,21.52,102358.85
2018-02-21 22:05:37.606,21.52,102358.85
2018-02-21 22:05:37.610,21.52,102364.17
2018-02-21 22:05:37.614,21.52,102356.17
2018-02-21 22:05:37.618,21.51,102358.07
2018-02-21 22:05:37.622,21.51,102358.07
2018-02-21 22:05:37.623,21.52,102362.28
2018-02-21 22:05:37.626,21.52,102361.51
2018-02-21 22:05:37.630,21.52,102361.51
2018-02-21 22:05:37.634,21.53,102365.7
2018-02-21 22:05:37.638,21.53,102365.7
2018-02-21 22:05:37.642,21.52,102362.28
2018-02-21 22:05:37.647,21.52,102362.28
2018-02-21 22:05:37.651,21.53,102365.7
2018-02-21 22:05:37.655,21.52,102361.51
2018-02-21 22:05:37.659,21.52,102361.51
2018-02-21 22:05:37.660,21.52,102362.28
2018-02-21 22:05:37.663,21.53,102363.03
2018-02-21 22:05:37.667,21.52,102361.51
2018-02-21 22:05:37.671,21.52,102361.51
2018-02-21 22:05:37.675,21.53,102365.7
2018-02-21 22:05:37.679,21.52,102364.17
2018-02-21 22:05:37.683,21.52,102364.17
2018-02-21 22:05:37.688,21.52,102359.61
2018-02-21 22:05:37.691,21.53,102357.69
2018-02-21 22:05:37.696,21.52,102359.61
2018-02-21 22:05:37.697,21.52,102359.61
2018-02-21 22:05:37.700,21.52,102362.28
2018-02-21 22:05:37.705,21.52,102353.5
2018-02-21 22:05:37.708,21.53,102365.7
2018-02-21 22:05:37.712,21.53,102365.7
2018-02-21 22:05:37.717,21.52,102364.96
2018-02-21 22:05:37.721,21.53,102363.03
2018-02-21 22:05:37.725,21.53,102363.03
2018-02-21 22:05:37.729,21.52,102362.28
2018-02-21 22:05:37.732,21.52,102367.62
2018-02-21 22:05:37.733,21.53,102363.03
2018-02-21 22:05:37.737,21.53,102363.03
2018-02-21 22:05:37.741,21.54,102367.25
2018-02-21 22:05:37.745,21.52,102366.85
2018-02-21 22:05:37.749,21.52,102366.85
2018-02-21 22:05:37.753,21.53,102365.7
2018-02-21 22:05:37.757,21.53,102360.36
2018-02-21 22:05:37.761,21.51,102358.07
2018-02-21 22:05:37.765,21.51,102358.07
2018-02-21 22:05:37.770,21.53,102360.36
2018-02-21 22:05:37.771,21.53,102363.03
2018-02-21 22:05:37.774,21.53,102363.03
2018-02-21 22:05:37.778,21.53,102355.02
2018-02-21 22:05:37.782,21.52,102359.61
2018-02-21 22:05:37.786,21.53,102360.36
2018-02-21 22:05:37.790,21.53,102360.36
2018-02-21 22:05:37.795,21.53,102357.69
2018-02-21 22:05:37.798,21.52,102361.51
2018-02-21 22:05:37.802,21.52,102361.51
2018-02-21 22:05:37.807,21.52,102359.61
2018-02-21 22:05:37.808,21.52,102362.28
2018-02-21 22:05:37.811,21.52,102364.96
2018-02-21 22:05:37.815,21.52,102364.96
2018-02-21 22:05:37.819,21.53,102366.47
2018-02-21 22:05:37.823,21.52,102356.95
2018-02-21 22:05:37.827,21.52,102356.95
2018-02-21 22:05:37.831,21.52,102359.61
2018-02-21 22:05:37.835,21.52,102364.96
2018-02-21 22:05:37.839,21.52,102359.61
2018-02-21 22:05:37.843,21.52,102359.61
2018-02-21 22:05:37.844,21.53,102366.47
2018-02-21 22:05:37.847,21.53,102365.7
2018-02-21 22:05:37.851,21.53,102365.7
2018-02-21 22:05:37.855,21.53,102361.13
2018-02-21 22:05:37.859,21.53,102361.13
2018-02-21 22:05:37.864,21.53,102355.02
2018-02-21 22:05:37.868,21.53,102355.02
2018-02-21 22:05:37.871,21.53,102363.03
2018-02-21 22:05:37.876,21.53,102360.36
2018-02-21 22:05:37.880,21.53,102357.69
2018-02-21 22:05:37.881,21.53,102357.69
2018-02-21 22:05:37.884,21.53,102355.02
2018-02-21 22:05:37.888,21.52,102359.61
2018-02-21 22:05:37.892,21.52,102359.61
2018-02-21 22:05:37.897,21.53,102357.69
2018-02-21 22:05:37.901,21.53,102363.03
2018-02-21 22:05:37.905,21.52,102356.17
2018-02-21 22:05:37.909,21.52,102356.17
2018-02-21 22:05:37.913,21.53,102365.7
2018-02-21 22:05:37.917,21.53,102355.02
2018-02-21 22:05:37.918,21.53,102355.02
2018-02-21 22:05:37.921,21.52,102356.17
2018-02-21 22:05:37.925,21.53,102365.7
2018-02-21 22:05:37.929,21.52,102358.85
2018-02-21 22:05:37.934,21.52,102358.85
2018-02-21 22:05:37.938,21.53,102366.47
2018-02-21 22:05:37.942,21.53,102366.47
2018-02-21 22:05:37.945,21.53,102366.47
2018-02-21 22:05:37.950,21.53,102363.03
2018-02-21 22:05:37.954,21.53,102361.13
2018-02-21 22:05:37.956,21.52,102364.96
2018-02-21 22:05:37.958,21.52,102364.96
2018-02-21 22:05:37.962,21.52,102364.96
2018-02-21 22:05:37.966,21.53,102360.36
2018-02-21 22:05:37.970,21.53,102360.36
2018-02-21 22:05:37.974,21.52,102359.61
2018-02-21 22:05:37.979,21.53,102360.36
2018-02-21 22:05:37.983,21.52,102364.17
2018-02-21 22:05:37.987,21.52,102364.17
2018-02-21 22:05:37.991,21.53,102361.13
2018-02-21 22:05:37.992,21.53,102360.36
2018-02-21 22:05:37.995,21.53,102360.36
2018-02-21 22:05:37.999,21.52,102359.61
2018-02-21 22:05:38.003,21.53,102361.13
2018-02-21 22:05:38.007,21.53,102355.02
2018-02-21 22:05:38.011,21.53,102355.02
2018-02-21 22:05:38.015,21.49,102360.35
2018-02-21 22:05:38.019,21.53,102357.69
2018-02-21 22:05:38.024,21.52,102364.96
2018-02-21 22:05:38.028,21.52,102364.96
2018-02-21 22:05:38.029,21.53,102365.7
2018-02-21 22:05:38.032,21.52,102356.17
2018-02-21 22:05:38.036,21.52,102356.17
2018-02-21 22:05:38.040,21.53,102365.7
2018-02-21 22:05:38.044,21.54,102361.91
2018-02-21 22:05:38.048,21.53,102365.7
2018-02-21 22:05:38.052,21.53,102365.7
2018-02-21 22:05:38.056,21.53,102363.03
2018-02-21 22:05:38.060,21.53,102360.36
2018-02-21 22:05:38.064,21.53,102360.36
2018-02-21 22:05:38.069,21.53,102363.03
2018-02-21 22:05:38.070,21.53,102361.13
2018-02-21 22:05:38.072,21.53,102357.69
2018-02-21 22:05:38.077,21.53,102357.69
2018-02-21 22:05:38.081,21.53,102360.36
2018-02-21 22:05:38.085,21.53,102363.8
2018-02-21 22:05:38.089,21.53,102363.8
2018-02-21 22:05:38.093,21.53,102360.36
2018-02-21 22:05:38.097,21.53,102360.36
2018-02-21 22:05:38.102,21.52,102364.17
2018-02-21 22:05:38.105,21.52,102364.17
2018-02-21 22:05:38.107,21.52,102359.61
2018-02-21 22:05:38.110,21.53,102365.7
2018-02-21 22:05:38.114,21.53,102365.7
2018-02-21 22:05:38.118,21.52,102364.96
2018-02-21 22:05:38.122,21.53,102363.03
2018-02-21 22:05:38.126,21.54,102359.24
2018-02-21 22:05:38.130,21.54,102359.24
2018-02-21 22:05:38.134,21.52,102362.28
2018-02-21 22:05:38.138,21.52,102359.61
2018-02-21 22:05:38.142,21.52,102359.61
2018-02-21 22:05:38.144,21.53,102360.36
2018-02-21 22:05:38.146,21.52,102356.95
2018-02-21 22:05:38.150,21.53,102360.36
2018-02-21 22:05:38.155,21.53,102360.36
2018-02-21 22:05:38.159,21.52,102359.61
2018-02-21 22:05:38.163,21.53,102363.03
2018-02-21 22:05:38.167,21.53,102363.03
2018-02-21 22:05:38.171,21.53,102363.03
2018-02-21 22:05:38.175,21.54,102367.25
2018-02-21 22:05:38.179,21.52,102364.96
2018-02-21 22:05:38.181,21.52,102364.96
2018-02-21 22:05:38.183,21.53,102360.36
2018-02-21 22:05:38.188,21.53,102366.47
2018-02-21 22:05:38.191,21.52,102358.85
2018-02-21 22:05:38.195,21.52,102358.85
2018-02-21 22:05:38.199,21.53,102366.47
2018-02-21 22:05:38.204,21.53,102363.8
2018-02-21 22:05:38.208,21.53,102363.8
2018-02-21 22:05:38.212,21.54,102359.24
2018-02-21 22:05:38.216,21.53,102357.69
2018-02-21 22:05:38.217,21.53,102363.03
2018-02-21 22:05:38.220,21.53,102363.03
2018-02-21 22:05:38.224,21.53,102366.47
2018-02-21 22:05:38.228,21.52,102359.61
2018-02-21 22:05:38.232,21.52,102359.61
2018-02-21 22:05:38.236,21.53,102360.36
2018-02-21 22:05:38.241,21.53,102360.36
2018-02-21 22:05:38.245,21.52,102359.61
2018-02-21 22:05:38.248,21.52,102359.61
2018-02-21 22:05:38.253,21.53,102366.47
2018-02-21 22:05:38.255,21.53,102360.36
2018-02-21 22:05:38.257,21.53,102360.36
2018-02-21 22:05:38.261,21.52,102362.28
2018-02-21 22:05:38.265,21.53,102363.03
2018-02-21 22:05:38.269,21.53,102365.7
2018-02-21 22:05:38.273,21.53,102365.7
2018-02-21 22:05:38.277,21.53,102365.7
2018-02-21 22:05:38.282,21.53,102365.7
2018-02-21 22:05:38.286,21.53,102365.7
2018-02-21 22:05:38.290,21.53,102360.36
2018-02-21 22:05:38.290,21.53,102365.7
2018-02-21 22:05:38.294,21.52,102361.51
2018-02-21 22:05:38.297,21.52,102361.51
2018-02-21 22:05:38.302,21.53,102368.36
2018-02-21 22:05:38.306,21.53,102363.03
2018-02-21 22:05:38.310,21.53,102363.03
2018-02-21 22:05:38.314,21.53,102363.03
2018-02-21 22:05:38.318,21.53,102363.03
2018-02-21 22:05:38.323,21.53,102365.7
2018-02-21 22:05:38.327,21.53,102365.7
2018-02-21 22:05:38.327,21.52,102361.51
2018-02-21 22:05:38.330,21.52,102362.28
2018-02-21 22:05:38.335,21.52,102362.28
2018-02-21 22:05:38.338,21.52,102359.61
2018-02-21 22:05:38.343,21.52,102354.28
2018-02-21 22:05:38.347,21.53,102360.36
2018-02-21 22:05:38.351,21.53,102360.36
2018-02-21 22:05:38.355,21.52,102359.61
2018-02-21 22:05:38.360,21.52,102356.17
2018-02-21 22:05:38.364,21.52,102356.17
2018-02-21 22:05:38.365,21.52,102356.17
2018-02-21 22:05:38.368,21.53,102360.36
2018-02-21 22:05:38.372,21.53,102355.02
2018-02-21 22:05:38.375,21.53,102355.02
2018-02-21 22:05:38.380,21.53,102357.69
2018-02-21 22:05:38.384,21.52,102356.95
2018-02-21 22:05:38.388,21.52,102356.95
2018-02-21 22:05:38.392,21.52,102356.95
2018-02-21 22:05:38.396,21.53,102360.36
2018-02-21 22:05:38.400,21.53,102360.36
2018-02-21 22:05:38.402,21.53,102360.36
2018-02-21 22:05:38.405,21.52,102356.95
2018-02-21 22:05:38.408,21.53,102360.36
2018-02-21 22:05:38.412,21.52,102361.51
2018-02-21 22:05:38.417,21.52,102361.51
2018-02-21 22:05:38.422,21.53,102363.03
2018-02-21 22:05:38.425,21.52,102356.95
2018-02-21 22:05:38.429,21.52,102356.95
2018-02-21 22:05:38.433,21.52,102359.61
2018-02-21 22:05:38.437,21.53,102360.36
2018-02-21 22:05:38.438,21.52,102359.61
2018-02-21 22:05:38.441,21.52,102359.61
2018-02-21 22:05:38.445,21.52,102362.28
2018-02-21 22:05:38.449,21.52,102359.61
2018-02-21 22:05:38.454,21.52,102359.61
2018-02-21 22:05:38.458,21.53,102363.03
2018-02-21 22:05:38.462,21.53,102363.03
2018-02-21 22:05:38.466,21.53,102360.36
2018-02-21 22:05:38.470,21.53,102360.36
2018-02-21 22:05:38.474,21.52,102366.85
2018-02-21 22:05:38.476,21.52,102364.96
2018-02-21 22:05:38.478,21.52,102364.96
2018-02-21 22:05:38.483,21.52,102359.61
2018-02-21 22:05:38.486,21.52,102364.17
2018-02-21 22:05:38.491,21.52,102361.51
2018-02-21 22:05:38.494,21.52,102361.51
2018-02-21 22:05:38.498,21.51,102363.41
2018-02-21 22:05:38.502,21.53,102363.03
2018-02-21 22:05:38.507,21.52,102358.85
2018-02-21 22:05:38.511,21.52,102358.85
2018-02-21 22:05:38.513,21.53,102365.7
2018-02-21 22:05:38.515,21.52,102358.85
2018-02-21 22:05:38.519,21.52,102358.85
2018-02-21 22:05:38.523,21.52,102362.28
2018-02-21 22:05:38.527,21.52,102362.28
2018-02-21 22:05:38.531,21.52,102358.85
2018-02-21 22:05:38.535,21.52,102358.85
2018-02-21 22:05:38.540,21.52,102359.61
2018-02-21 22:05:38.544,21.52,102364.17
2018-02-21 22:05:38.548,21.52,102364.17
2018-02-21 22:05:38.549,21.53,102363.03
2018-02-21 22:05:38.552,21.52,102359.61
2018-02-21 22:05:38.556,21.52,102356.17
2018-02-21 22:05:38.560,21.52,102356.17
2018-02-21 22:05:38.564,21.52,102359.61
2018-02-21 22:05:38.568,21.53,102360.36
2018-02-21 22:05:38.572,21.53,102360.36
2018-02-21 22:05:38.577,21.52,102366.85
2018-02-21 22:05:38.581,21.52,102364.17
2018-02-21 22:05:38.584,21.52,102359.61
2018-02-21 22:05:38.588,21.52,102359.61
2018-02-21 22:05:38.589,21.52,102361.51
2018-02-21 22:05:38.593,21.53,102360.36
2018-02-21 22:05:38.597,21.53,102360.36
2018-02-21 22:05:38.601,21.53,102361.13
2018-02-21 22:05:38.605,21.52,102359.61
2018-02-21 22:05:38.609,21.53,102360.36
2018-02-21 22:05:38.614,21.53,102360.36
2018-02-21 22:05:38.617,21.52,102364.17
2018-02-21 22:05:38.621,21.52,102350.83
2018-02-21 22:05:38.625,21.52,102361.51
2018-02-21 22:05:38.627,21.52,102361.51
2018-02-21 22:05:38.630,21.52,102358.85
2018-02-21 22:05:38.634,21.52,102364.96
2018-02-21 22:05:38.638,21.52,102364.96
2018-02-21 22:05:38.642,21.53,102363.03
2018-02-21 22:05:38.646,21.53,102365.7
2018-02-21 22:05:38.650,21.52,102366.85
2018-02-21 22:05:38.654,21.52,102366.85
2018-02-21 22:05:38.658,21.53,102363.03
2018-02-21 22:05:38.663,21.52,102364.17
2018-02-21 22:05:38.663,21.52,102364.17
2018-02-21 22:05:38.666,21.51,102358.07
2018-02-21 22:05:38.670,21.51,102360.74
2018-02-21 22:05:38.675,21.52,102358.85
2018-02-21 22:05:38.679,21.52,102358.85
2018-02-21 22:05:38.683,21.52,102364.96
2018-02-21 22:05:38.688,21.52,102362.28
2018-02-21 22:05:38.691,21.52,102362.28
2018-02-21 22:05:38.695,21.52,102364.17
2018-02-21 22:05:38.699,21.52,102364.96
2018-02-21 22:05:38.706,21.52,102361.51
2018-02-21 22:05:38.708,21.52,102361.51
2018-02-21 22:05:38.710,21.53,102361.13
2018-02-21 22:05:38.713,21.53,102363.03
2018-02-21 22:05:38.716,21.53,102363.03
2018-02-21 22:05:38.720,21.52,102362.28
2018-02-21 22:05:38.725,21.52,102361.51
2018-02-21 22:05:38.728,21.51,102363.41
2018-02-21 22:05:38.732,21.51,102363.41
2018-02-21 22:05:38.736,21.52,102367.62
2018-02-21 22:05:38.738,21.52,102364.17
2018-02-21 22:05:38.740,21.52,102364.17
2018-02-21 22:05:38.744,21.52,102359.61
2018-02-21 22:05:38.748,21.52,102364.17
2018-02-21 22:05:38.753,21.51,102358.07
2018-02-21 22:05:38.759,21.51,102358.07
2018-02-21 22:05:38.761,21.53,102363.03
2018-02-21 22:05:38.765,21.52,102359.61
2018-02-21 22:05:38.769,21.52,102359.61
2018-02-21 22:05:38.773,21.52,102361.51
2018-02-21 22:05:38.774,21.53,102363.03
2018-02-21 22:05:38.778,21.52,102359.61
2018-02-21 22:05:38.782,21.52,102359.61
2018-02-21 22:05:38.786,21.52,102364.17
2018-02-21 22:05:38.790,21.53,102363.03
2018-02-21 22:05:38.794,21.51,102358.07
2018-02-21 22:05:38.799,21.51,102358.07
2018-02-21 22:05:38.802,21.52,102364.17
2018-02-21 22:05:38.806,21.53,102360.36
2018-02-21 22:05:38.809,21.53,102360.36
2018-02-21 22:05:38.812,21.52,102361.51
2018-02-21 22:05:38.814,21.52,102364.17
2018-02-21 22:05:38.819,21.52,102364.17
2018-02-21 22:05:38.825,21.52,102364.17
2018-02-21 22:05:38.828,21.53,102365.7
2018-02-21 22:05:38.831,21.52,102364.96
2018-02-21 22:05:38.835,21.52,102364.96
2018-02-21 22:05:38.838,21.52,102361.51
2018-02-21 22:05:38.842,21.52,102361.51
2018-02-21 22:05:38.846,21.52,102358.85
2018-02-21 22:05:38.850,21.52,102358.85
2018-02-21 22:05:38.853,21.52,102366.85
2018-02-21 22:05:38.857,21.53,102360.36
2018-02-21 22:05:38.859,21.53,102360.36
2018-02-21 22:05:38.863,21.52,102364.17
2018-02-21 22:05:38.867,21.52,102361.51
2018-02-21 22:05:38.871,21.51,102363.41
2018-02-21 22:05:38.875,21.51,102363.41
2018-02-21 22:05:38.879,21.52,102364.17
