time,Temperature (°C),Pressure (Pa)
2018-02-21 22:05:28.128,21.49,102360.35
2018-02-21 22:05:28.132,21.49,102360.35
2018-02-21 22:05:28.136,21.5,102366.42
2018-02-21 22:05:28.141,21.5,102363.75
2018-02-21 22:05:28.145,21.5,102363.75
2018-02-21 22:05:28.149,21.49,102362.24
2018-02-21 22:05:28.150,21.5,102358.42
2018-02-21 22:05:28.153,21.5,102361.08
2018-02-21 22:05:28.157,21.5,102361.08
2018-02-21 22:05:28.161,21.5,102361.08
2018-02-21 22:05:28.165,21.5,102363.75
2018-02-21 22:05:28.169,21.5,102363.75
2018-02-21 22:05:28.173,21.5,102366.42
2018-02-21 22:05:28.177,21.5,102363.75
2018-02-21 22:05:28.181,21.49,102359.57
2018-02-21 22:05:28.185,21.49,102359.57
2018-02-21 22:05:28.187,21.5,102361.08
2018-02-21 22:05:28.189,21.5,102363.75
2018-02-21 22:05:28.194,21.5,102363.75
2018-02-21 22:05:28.198,21.49,102356.89
2018-02-21 22:05:28.202,21.5,102361.08
2018-02-21 22:05:28.206,21.49,102359.57
2018-02-21 22:05:28.210,21.49,102359.57
2018-02-21 22:05:28.214,21.49,102359.57
2018-02-21 22:05:28.218,21.49,102359.57
2018-02-21 22:05:28.222,21.49,102359.57
2018-02-21 22:05:28.223,21.49,102367.58
2018-02-21 22:05:28.227,21.5,102355.75
2018-02-21 22:05:28.231,21.5,102361.08
2018-02-21 22:05:28.235,21.5,102361.08
2018-02-21 22:05:28.239,21.5,102363.75
2018-02-21 22:05:28.243,21.5,102363.75
2018-02-21 22:05:28.247,21.5,102363.75
2018-02-21 22:05:28.251,21.49,102365.68
2018-02-21 22:05:28.255,21.5,102361.86
2018-02-21 22:05:28.259,21.49,102360.35
2018-02-21 22:05:28.260,21.49,102360.35
2018-02-21 22:05:28.263,21.5,102361.08
2018-02-21 22:05:28.268,21.49,102360.35
2018-02-21 22:05:28.272,21.5,102361.08
2018-02-21 22:05:28.276,21.5,102361.08
2018-02-21 22:05:28.280,21.5,102361.86
2018-02-21 22:05:28.284,21.49,102359.57
2018-02-21 22:05:28.288,21.49,102359.57
2018-02-21 22:05:28.292,21.5,102355.75
2018-02-21 22:05:28.296,21.49,102357.67
2018-02-21 22:05:28.299,21.49,102362.24
2018-02-21 22:05:28.301,21.49,102362.24
2018-02-21 22:05:28.304,21.49,102362.24
2018-02-21 22:05:28.308,21.49,102360.35
2018-02-21 22:05:28.313,21.49,102360.35
2018-02-21 22:05:28.317,21.49,102363.02
2018-02-21 22:05:28.321,21.5,102361.86
2018-02-21 22:05:28.325,21.49,102360.35
2018-02-21 22:05:28.329,21.49,102360.35
2018-02-21 22:05:28.333,21.5,102366.42
2018-02-21 22:05:28.337,21.5,102363.75
2018-02-21 22:05:28.338,21.5,102363.75
2018-02-21 22:05:28.341,21.5,102369.1
2018-02-21 22:05:28.345,21.49,102360.35
2018-02-21 22:05:28.349,21.48,102356.13
2018-02-21 22:05:28.353,21.48,102356.13
2018-02-21 22:05:28.358,21.49,102360.35
2018-02-21 22:05:28.362,21.5,102366.42
2018-02-21 22:05:28.366,21.5,102366.42
2018-02-21 22:05:28.370,21.49,102359.57
2018-02-21 22:05:28.374,21.5,102361.08
2018-02-21 22:05:28.375,21.49,102354.23
2018-02-21 22:05:28.378,21.49,102354.23
2018-02-21 22:05:28.382,21.49,102359.57
2018-02-21 22:05:28.386,21.5,102361.86
2018-02-21 22:05:28.390,21.5,102361.08
2018-02-21 22:05:28.395,21.5,102361.08
2018-02-21 22:05:28.399,21.49,102365.68
2018-02-21 22:05:28.402,21.5,102366.42
2018-02-21 22:05:28.407,21.5,102366.42
2018-02-21 22:05:28.410,21.49,102360.35
2018-02-21 22:05:28.412,21.49,102357.67
2018-02-21 22:05:28.415,21.5,102363.75
2018-02-21 22:05:28.419,21.5,102363.75
2018-02-21 22:05:28.423,21.49,102360.35
2018-02-21 22:05:28.427,21.49,102354.23
2018-02-21 22:05:28.431,21.49,102354.23
2018-02-21 22:05:28.435,21.49,102360.35
2018-02-21 22:05:28.439,21.5,102366.42
2018-02-21 22:05:28.444,21.5,102358.42
2018-02-21 22:05:28.448,21.5,102358.42
2018-02-21 22:05:28.449,21.5,102363.75
2018-02-21 22:05:28.452,21.5,102363.75
2018-02-21 22:05:28.456,21.5,102363.75
2018-02-21 22:05:28.460,21.49,102364.91
2018-02-21 22:05:28.464,21.5,102363.75
2018-02-21 22:05:28.468,21.49,102360.35
2018-02-21 22:05:28.472,21.49,102360.35
2018-02-21 22:05:28.476,21.49,102359.57
2018-02-21 22:05:28.480,21.5,102361.08
2018-02-21 22:05:28.484,21.5,102361.08
2018-02-21 22:05:28.485,21.5,102366.42
2018-02-21 22:05:28.489,21.5,102364.53
2018-02-21 22:05:28.492,21.5,102361.08
2018-02-21 22:05:28.497,21.5,102361.08
2018-02-21 22:05:28.501,21.5,102361.08
2018-02-21 22:05:28.505,21.49,102360.35
2018-02-21 22:05:28.509,21.49,102360.35
2018-02-21 22:05:28.513,21.49,102360.35
2018-02-21 22:05:28.517,21.5,102361.08
2018-02-21 22:05:28.522,21.5,102358.42
2018-02-21 22:05:28.523,21.5,102358.42
2018-02-21 22:05:28.526,21.5,102355.75
2018-02-21 22:05:28.530,21.5,102363.75
2018-02-21 22:05:28.534,21.5,102363.75
2018-02-21 22:05:28.538,21.49,102362.24
2018-02-21 22:05:28.542,21.5,102363.75
2018-02-21 22:05:28.546,21.49,102357.67
2018-02-21 22:05:28.550,21.49,102357.67
2018-02-21 22:05:28.554,21.49,102362.24
2018-02-21 22:05:28.558,21.5,102356.52
2018-02-21 22:05:28.559,21.49,102359.57
2018-02-21 22:05:28.562,21.49,102359.57
2018-02-21 22:05:28.566,21.49,102359.57
2018-02-21 22:05:28.571,21.49,102356.89
2018-02-21 22:05:28.574,21.49,102356.89
2018-02-21 22:05:28.579,21.49,102363.02
2018-02-21 22:05:28.583,21.5,102366.42
2018-02-21 22:05:28.587,21.49,102363.02
2018-02-21 22:05:28.591,21.49,102363.02
2018-02-21 22:05:28.595,21.5,102361.08
2018-02-21 22:05:28.596,21.5,102361.08
2018-02-21 22:05:28.599,21.5,102361.08
2018-02-21 22:05:28.603,21.49,102356.89
2018-02-21 22:05:28.608,21.5,102361.08
2018-02-21 22:05:28.611,21.5,102361.86
2018-02-21 22:05:28.615,21.5,102361.86
2018-02-21 22:05:28.620,21.5,102366.42
2018-02-21 22:05:28.623,21.5,102363.75
2018-02-21 22:05:28.628,21.5,102363.75
2018-02-21 22:05:28.632,21.49,102365.68
2018-02-21 22:05:28.633,21.5,102363.75
2018-02-21 22:05:28.637,21.49,102363.02
2018-02-21 22:05:28.640,21.49,102363.02
2018-02-21 22:05:28.644,21.5,102361.08
2018-02-21 22:05:28.648,21.5,102367.2
2018-02-21 22:05:28.653,21.5,102367.2
2018-02-21 22:05:28.657,21.5,102361.08
2018-02-21 22:05:28.661,21.5,102361.08
2018-02-21 22:05:28.665,21.49,102357.67
2018-02-21 22:05:28.668,21.49,102357.67
2018-02-21 22:05:28.670,21.49,102354.23
2018-02-21 22:05:28.673,21.5,102355.75
2018-02-21 22:05:28.677,21.5,102355.75
2018-02-21 22:05:28.681,21.5,102358.42
2018-02-21 22:05:28.685,21.5,102361.08
2018-02-21 22:05:28.689,21.49,102359.57
2018-02-21 22:05:28.693,21.49,102359.57
2018-02-21 22:05:28.698,21.46,102354.96
2018-02-21 22:05:28.702,21.49,102360.35
2018-02-21 22:05:28.706,21.49,102359.57
2018-02-21 22:05:28.707,21.49,102359.57
2018-02-21 22:05:28.710,21.5,102361.08
2018-02-21 22:05:28.714,21.49,102359.57
2018-02-21 22:05:28.718,21.49,102359.57
2018-02-21 22:05:28.722,21.5,102361.08
2018-02-21 22:05:28.726,21.5,102355.75
2018-02-21 22:05:28.730,21.5,102358.42
2018-02-21 22:05:28.734,21.5,102358.42
2018-02-21 22:05:28.739,21.51,102362.64
2018-02-21 22:05:28.743,21.5,102358.42
2018-02-21 22:05:28.744,21.5,102358.42
2018-02-21 22:05:28.746,21.5,102361.08
2018-02-21 22:05:28.750,21.5,102358.42
2018-02-21 22:05:28.755,21.5,102358.42
2018-02-21 22:05:28.759,21.5,102358.42
2018-02-21 22:05:28.763,21.51,102362.64
2018-02-21 22:05:28.767,21.51,102362.64
2018-02-21 22:05:28.772,21.51,102362.64
2018-02-21 22:05:28.775,21.49,102364.91
2018-02-21 22:05:28.779,21.51,102362.64
2018-02-21 22:05:28.783,21.49,102359.57
2018-02-21 22:05:28.784,21.49,102359.57
2018-02-21 22:05:28.787,21.49,102360.35
2018-02-21 22:05:28.791,21.5,102358.42
2018-02-21 22:05:28.796,21.5,102358.42
2018-02-21 22:05:28.799,21.5,102361.08
2018-02-21 22:05:28.804,21.5,102364.53
2018-02-21 22:05:28.808,21.5,102358.42
2018-02-21 22:05:28.812,21.5,102358.42
2018-02-21 22:05:28.816,21.49,102365.68
2018-02-21 22:05:28.820,21.5,102358.42
2018-02-21 22:05:28.821,21.5,102358.42
2018-02-21 22:05:28.824,21.5,102361.08
2018-02-21 22:05:28.829,21.5,102358.42
2018-02-21 22:05:28.833,21.5,102361.08
2018-02-21 22:05:28.837,21.5,102361.08
2018-02-21 22:05:28.841,21.5,102361.08
2018-02-21 22:05:28.845,21.5,102363.75
2018-02-21 22:05:28.849,21.5,102361.08
2018-02-21 22:05:28.853,21.5,102361.08
2018-02-21 22:05:28.857,21.5,102363.75
2018-02-21 22:05:28.858,21.5,102363.75
2018-02-21 22:05:28.862,21.5,102363.75
2018-02-21 22:05:28.865,21.5,102358.42
2018-02-21 22:05:28.869,21.5,102361.08
2018-02-21 22:05:28.873,21.49,102364.91
2018-02-21 22:05:28.878,21.49,102364.91
2018-02-21 22:05:28.882,21.5,102363.75
2018-02-21 22:05:28.886,21.5,102366.42
2018-02-21 22:05:28.890,21.5,102366.42
2018-02-21 22:05:28.894,21.49,102356.89
2018-02-21 22:05:28.895,21.5,102366.42
2018-02-21 22:05:28.898,21.5,102363.75
2018-02-21 22:05:28.902,21.5,102363.75
2018-02-21 22:05:28.906,21.5,102361.86
2018-02-21 22:05:28.910,21.5,102361.08
2018-02-21 22:05:28.915,21.5,102361.08
2018-02-21 22:05:28.919,21.5,102358.42
2018-02-21 22:05:28.923,21.5,102355.75
2018-02-21 22:05:28.927,21.49,102360.35
2018-02-21 22:05:28.931,21.49,102360.35
2018-02-21 22:05:28.932,21.5,102361.86
2018-02-21 22:05:28.935,21.5,102366.42
2018-02-21 22:05:28.939,21.5,102366.42
2018-02-21 22:05:28.943,21.5,102363.75
2018-02-21 22:05:28.947,21.49,102359.57
2018-02-21 22:05:28.951,21.5,102366.42
2018-02-21 22:05:28.955,21.5,102366.42
2018-02-21 22:05:28.960,21.49,102357.67
2018-02-21 22:05:28.964,21.5,102361.86
2018-02-21 22:05:28.968,21.5,102361.86
2018-02-21 22:05:28.969,21.5,102363.75
2018-02-21 22:05:28.972,21.5,102355.75
2018-02-21 22:05:28.976,21.5,102358.42
2018-02-21 22:05:28.980,21.5,102358.42
2018-02-21 22:05:28.984,21.5,102361.08
2018-02-21 22:05:28.989,21.5,102358.42
2018-02-21 22:05:28.992,21.5,102358.42
2018-02-21 22:05:28.997,21.49,102357.67
2018-02-21 22:05:29.001,21.5,102359.19
2018-02-21 22:05:29.005,21.49,102356.89
2018-02-21 22:05:29.006,21.49,102356.89
2018-02-21 22:05:29.009,21.47,102353.83
2018-02-21 22:05:29.013,21.51,102362.64
2018-02-21 22:05:29.017,21.5,102361.86
2018-02-21 22:05:29.021,21.5,102361.86
2018-02-21 22:05:29.025,21.5,102366.42
2018-02-21 22:05:29.030,21.49,102360.35
2018-02-21 22:05:29.033,21.49,102360.35
2018-02-21 22:05:29.037,21.49,102355.0
2018-02-21 22:05:29.042,21.5,102361.86
2018-02-21 22:05:29.043,21.49,102363.02
2018-02-21 22:05:29.045,21.49,102363.02
2018-02-21 22:05:29.050,21.51,102367.97
2018-02-21 22:05:29.054,21.49,102359.57
2018-02-21 22:05:29.058,21.49,102359.57
2018-02-21 22:05:29.062,21.49,102359.57
2018-02-21 22:05:29.067,21.5,102366.42
2018-02-21 22:05:29.070,21.5,102366.42
2018-02-21 22:05:29.074,21.5,102366.42
2018-02-21 22:05:29.077,21.5,102355.75
2018-02-21 22:05:29.080,21.49,102355.0
2018-02-21 22:05:29.082,21.49,102355.0
2018-02-21 22:05:29.086,21.49,102360.35
2018-02-21 22:05:29.090,21.5,102361.08
2018-02-21 22:05:29.094,21.49,102360.35
2018-02-21 22:05:29.099,21.49,102360.35
2018-02-21 22:05:29.103,21.5,102364.53
2018-02-21 22:05:29.108,21.49,102356.89
2018-02-21 22:05:29.111,21.49,102356.89
2018-02-21 22:05:29.115,21.5,102355.75
2018-02-21 22:05:29.116,21.5,102358.42
2018-02-21 22:05:29.119,21.5,102361.08
2018-02-21 22:05:29.123,21.5,102361.08
2018-02-21 22:05:29.128,21.51,102362.64
2018-02-21 22:05:29.132,21.51,102359.97
2018-02-21 22:05:29.136,21.51,102359.97
2018-02-21 22:05:29.140,21.5,102361.86
2018-02-21 22:05:29.144,21.51,102365.3
2018-02-21 22:05:29.148,21.5,102355.75
2018-02-21 22:05:29.152,21.5,102355.75
2018-02-21 22:05:29.153,21.5,102356.52
2018-02-21 22:05:29.156,21.5,102361.08
2018-02-21 22:05:29.160,21.5,102361.08
2018-02-21 22:05:29.164,21.5,102363.75
2018-02-21 22:05:29.169,21.5,102361.08
2018-02-21 22:05:29.173,21.5,102361.08
2018-02-21 22:05:29.177,21.5,102361.08
2018-02-21 22:05:29.181,21.5,102366.42
2018-02-21 22:05:29.185,21.5,102367.2
2018-02-21 22:05:29.189,21.5,102367.2
2018-02-21 22:05:29.191,21.5,102363.75
2018-02-21 22:05:29.193,21.51,102359.97
2018-02-21 22:05:29.198,21.5,102363.75
2018-02-21 22:05:29.201,21.5,102363.75
2018-02-21 22:05:29.205,21.5,102353.08
2018-02-21 22:05:29.210,21.49,102360.35
2018-02-21 22:05:29.214,21.5,102361.08
2018-02-21 22:05:29.217,21.5,102361.08
2018-02-21 22:05:29.222,21.51,102359.97
2018-02-21 22:05:29.226,21.5,102359.19
2018-02-21 22:05:29.227,21.5,102359.19
2018-02-21 22:05:29.230,21.49,102360.35
2018-02-21 22:05:29.234,21.5,102361.08
2018-02-21 22:05:29.238,21.5,102366.42
2018-02-21 22:05:29.242,21.5,102366.42
2018-02-21 22:05:29.247,21.5,102363.75
2018-02-21 22:05:29.251,21.5,102361.08
2018-02-21 22:05:29.254,21.5,102361.08
2018-02-21 22:05:29.258,21.51,102365.3
2018-02-21 22:05:29.263,21.5,102366.42
2018-02-21 22:05:29.264,21.49,102360.35
2018-02-21 22:05:29.267,21.49,102360.35
2018-02-21 22:05:29.271,21.51,102362.64
2018-02-21 22:05:29.275,21.5,102363.75
2018-02-21 22:05:29.280,21.5,102363.75
2018-02-21 22:05:29.283,21.5,102361.08
2018-02-21 22:05:29.288,21.5,102358.42
2018-02-21 22:05:29.291,21.5,102361.08
2018-02-21 22:05:29.295,21.5,102361.08
2018-02-21 22:05:29.300,21.51,102359.97
2018-02-21 22:05:29.300,21.5,102358.42
2018-02-21 22:05:29.304,21.5,102358.42
2018-02-21 22:05:29.308,21.5,102358.42
2018-02-21 22:05:29.312,21.5,102358.42
2018-02-21 22:05:29.316,21.5,102358.42
2018-02-21 22:05:29.320,21.5,102358.42
2018-02-21 22:05:29.324,21.51,102357.29
2018-02-21 22:05:29.327,21.5,102358.42
2018-02-21 22:05:29.332,21.5,102358.42
2018-02-21 22:05:29.333,21.5,102356.52
2018-02-21 22:05:29.336,21.51,102357.29
2018-02-21 22:05:29.341,21.5,102361.08
2018-02-21 22:05:29.345,21.5,102361.08
2018-02-21 22:05:29.349,21.51,102363.41
2018-02-21 22:05:29.353,21.51,102359.97
2018-02-21 22:05:29.357,21.51,102359.97
2018-02-21 22:05:29.361,21.5,102363.75
2018-02-21 22:05:29.365,21.51,102359.97
2018-02-21 22:05:29.369,21.5,102361.08
2018-02-21 22:05:29.373,21.5,102361.08
2018-02-21 22:05:29.374,21.5,102361.08
2018-02-21 22:05:29.377,21.51,102362.64
2018-02-21 22:05:29.382,21.51,102362.64
2018-02-21 22:05:29.386,21.51,102367.97
2018-02-21 22:05:29.389,21.5,102363.75
2018-02-21 22:05:29.394,21.5,102355.75
2018-02-21 22:05:29.398,21.5,102355.75
2018-02-21 22:05:29.402,21.5,102366.42
2018-02-21 22:05:29.405,21.5,102355.75
2018-02-21 22:05:29.406,21.51,102365.3
2018-02-21 22:05:29.410,21.51,102365.3
2018-02-21 22:05:29.414,21.5,102366.42
2018-02-21 22:05:29.418,21.5,102361.08
2018-02-21 22:05:29.422,21.5,102361.08
2018-02-21 22:05:29.426,21.5,102361.86
2018-02-21 22:05:29.430,21.5,102363.75
2018-02-21 22:05:29.435,21.5,102359.19
2018-02-21 22:05:29.439,21.5,102359.19
2018-02-21 22:05:29.443,21.5,102358.42
2018-02-21 22:05:29.444,21.5,102361.08
2018-02-21 22:05:29.447,21.5,102361.08
2018-02-21 22:05:29.451,21.5,102359.19
2018-02-21 22:05:29.455,21.5,102359.19
2018-02-21 22:05:29.460,21.5,102356.52
2018-02-21 22:05:29.464,21.5,102356.52
2018-02-21 22:05:29.467,21.51,102359.97
2018-02-21 22:05:29.472,21.5,102361.86
2018-02-21 22:05:29.476,21.5,102361.86
2018-02-21 22:05:29.480,21.5,102356.52
2018-02-21 22:05:29.481,21.5,102361.08
2018-02-21 22:05:29.484,21.5,102361.86
2018-02-21 22:05:29.488,21.5,102361.86
2018-02-21 22:05:29.493,21.51,102358.07
2018-02-21 22:05:29.496,21.5,102356.52
2018-02-21 22:05:29.500,21.5,102356.52
2018-02-21 22:05:29.504,21.49,102354.23
2018-02-21 22:05:29.509,21.51,102357.29
2018-02-21 22:05:29.513,21.5,102361.08
2018-02-21 22:05:29.517,21.5,102361.08
2018-02-21 22:05:29.518,21.51,102357.29
2018-02-21 22:05:29.521,21.51,102360.74
2018-02-21 22:05:29.525,21.51,102360.74
2018-02-21 22:05:29.529,21.5,102361.08
2018-02-21 22:05:29.533,21.51,102365.3
2018-02-21 22:05:29.536,21.5,102363.75
2018-02-21 22:05:29.541,21.5,102363.75
2018-02-21 22:05:29.545,21.5,102363.75
2018-02-21 22:05:29.548,21.5,102361.08
2018-02-21 22:05:29.554,21.5,102361.08
2018-02-21 22:05:29.558,21.5,102355.75
2018-02-21 22:05:29.560,21.51,102362.64
2018-02-21 22:05:29.563,21.51,102362.64
2018-02-21 22:05:29.565,21.51,102362.64
2018-02-21 22:05:29.570,21.51,102357.29
2018-02-21 22:05:29.574,21.51,102366.08
2018-02-21 22:05:29.579,21.5,102359.19
2018-02-21 22:05:29.582,21.5,102359.19
2018-02-21 22:05:29.586,21.51,102365.3
2018-02-21 22:05:29.589,21.5,102361.08
2018-02-21 22:05:29.594,21.5,102361.08
2018-02-21 22:05:29.595,21.5,102359.19
2018-02-21 22:05:29.599,21.51,102367.97
2018-02-21 22:05:29.603,21.5,102355.75
2018-02-21 22:05:29.607,21.5,102355.75
2018-02-21 22:05:29.611,21.5,102361.86
2018-02-21 22:05:29.615,21.5,102361.08
2018-02-21 22:05:29.619,21.5,102361.08
2018-02-21 22:05:29.623,21.5,102361.08
2018-02-21 22:05:29.627,21.51,102367.97
2018-02-21 22:05:29.629,21.49,102355.0
2018-02-21 22:05:29.631,21.49,102355.0
2018-02-21 22:05:29.635,21.5,102361.08
2018-02-21 22:05:29.640,21.5,102366.42
2018-02-21 22:05:29.644,21.5,102366.42
2018-02-21 22:05:29.648,21.5,102356.52
2018-02-21 22:05:29.652,21.5,102355.75
2018-02-21 22:05:29.656,21.49,102360.35
2018-02-21 22:05:29.660,21.49,102360.35
2018-02-21 22:05:29.664,21.5,102361.86
2018-02-21 22:05:29.666,21.5,102369.86
2018-02-21 22:05:29.667,21.5,102369.86
2018-02-21 22:05:29.672,21.5,102355.75
2018-02-21 22:05:29.677,21.51,102362.64
2018-02-21 22:05:29.681,21.49,102359.57
2018-02-21 22:05:29.686,21.49,102359.57
2018-02-21 22:05:29.689,21.51,102359.97
2018-02-21 22:05:29.693,21.5,102358.42
2018-02-21 22:05:29.697,21.5,102358.42
2018-02-21 22:05:29.701,21.51,102362.64
2018-02-21 22:05:29.702,21.51,102362.64
2018-02-21 22:05:29.705,21.5,102356.52
2018-02-21 22:05:29.709,21.5,102356.52
2018-02-21 22:05:29.713,21.5,102358.42
2018-02-21 22:05:29.717,21.5,102361.86
2018-02-21 22:05:29.723,21.5,102361.86
2018-02-21 22:05:29.726,21.5,102361.08
2018-02-21 22:05:29.731,21.5,102361.86
2018-02-21 22:05:29.734,21.51,102362.64
2018-02-21 22:05:29.738,21.51,102362.64
2018-02-21 22:05:29.740,21.51,102357.29
2018-02-21 22:05:29.742,21.5,102361.08
2018-02-21 22:05:29.746,21.5,102361.08
2018-02-21 22:05:29.750,21.49,102363.02
2018-02-21 22:05:29.755,21.5,102361.08
2018-02-21 22:05:29.759,21.5,102366.42
2018-02-21 22:05:29.763,21.5,102366.42
2018-02-21 22:05:29.766,21.47,102359.94
2018-02-21 22:05:29.771,21.5,102363.75
2018-02-21 22:05:29.775,21.5,102358.42
2018-02-21 22:05:29.776,21.5,102358.42
2018-02-21 22:05:29.779,21.5,102361.08
2018-02-21 22:05:29.783,21.5,102358.42
2018-02-21 22:05:29.787,21.5,102358.42
2018-02-21 22:05:29.791,21.51,102357.29
2018-02-21 22:05:29.795,21.51,102359.97
2018-02-21 22:05:29.799,21.51,102357.29
2018-02-21 22:05:29.803,21.51,102357.29
2018-02-21 22:05:29.807,21.51,102359.97
2018-02-21 22:05:29.811,21.51,102360.74
2018-02-21 22:05:29.813,21.51,102360.74
2018-02-21 22:05:29.815,21.51,102359.97
2018-02-21 22:05:29.819,21.51,102359.97
2018-02-21 22:05:29.824,21.5,102361.08
2018-02-21 22:05:29.828,21.5,102361.08
2018-02-21 22:05:29.832,21.51,102366.08
2018-02-21 22:05:29.837,21.5,102361.86
2018-02-21 22:05:29.840,21.5,102361.86
2018-02-21 22:05:29.844,21.5,102361.86
2018-02-21 22:05:29.848,21.51,102363.41
2018-02-21 22:05:29.850,21.5,102361.86
2018-02-21 22:05:29.853,21.5,102361.86
2018-02-21 22:05:29.858,21.5,102367.2
2018-02-21 22:05:29.861,21.51,102359.97
2018-02-21 22:05:29.865,21.51,102359.97
2018-02-21 22:05:29.869,21.51,102357.29
2018-02-21 22:05:29.874,21.51,102359.97
2018-02-21 22:05:29.877,21.51,102359.97
2018-02-21 22:05:29.881,21.51,102359.97
2018-02-21 22:05:29.885,21.5,102359.19
2018-02-21 22:05:29.887,21.5,102351.19
2018-02-21 22:05:29.889,21.5,102351.19
2018-02-21 22:05:29.894,21.5,102363.75
2018-02-21 22:05:29.898,21.5,102359.19
2018-02-21 22:05:29.902,21.5,102361.08
2018-02-21 22:05:29.906,21.5,102361.08
2018-02-21 22:05:29.910,21.51,102357.29
2018-02-21 22:05:29.914,21.51,102355.39
2018-02-21 22:05:29.918,21.51,102355.39
2018-02-21 22:05:29.922,21.51,102357.29
2018-02-21 22:05:29.923,21.5,102356.52
2018-02-21 22:05:29.926,21.5,102353.08
2018-02-21 22:05:29.930,21.5,102353.08
2018-02-21 22:05:29.935,21.51,102358.07
2018-02-21 22:05:29.939,21.5,102355.75
2018-02-21 22:05:29.943,21.5,102355.75
2018-02-21 22:05:29.947,21.5,102355.75
2018-02-21 22:05:29.951,21.5,102359.19
2018-02-21 22:05:29.955,21.51,102365.3
2018-02-21 22:05:29.959,21.51,102365.3
2018-02-21 22:05:29.961,21.5,102355.75
2018-02-21 22:05:29.963,21.52,102358.85
2018-02-21 22:05:29.967,21.51,102362.64
2018-02-21 22:05:29.971,21.51,102362.64
2018-02-21 22:05:29.975,21.5,102361.86
2018-02-21 22:05:29.979,21.5,102355.75
2018-02-21 22:05:29.983,21.5,102355.75
2018-02-21 22:05:29.987,21.5,102369.1
2018-02-21 22:05:29.991,21.51,102357.29
2018-02-21 22:05:29.995,21.5,102361.08
2018-02-21 22:05:29.999,21.5,102361.08
2018-02-21 22:05:30.001,21.51,102362.64
2018-02-21 22:05:30.004,21.5,102361.86
2018-02-21 22:05:30.008,21.5,102361.86
2018-02-21 22:05:30.012,21.49,102357.67
2018-02-21 22:05:30.016,21.5,102361.86
2018-02-21 22:05:30.020,21.5,102361.86
2018-02-21 22:05:30.025,21.5,102361.86
2018-02-21 22:05:30.029,21.5,102361.86
2018-02-21 22:05:30.033,21.5,102359.19
2018-02-21 22:05:30.034,21.5,102359.19
2018-02-21 22:05:30.037,21.51,102359.97
2018-02-21 22:05:30.041,21.5,102363.75
2018-02-21 22:05:30.045,21.5,102361.86
2018-02-21 22:05:30.049,21.5,102361.86
2018-02-21 22:05:30.053,21.5,102355.75
2018-02-21 22:05:30.057,21.51,102359.97
2018-02-21 22:05:30.061,21.51,102359.97
2018-02-21 22:05:30.066,21.51,102359.97
2018-02-21 22:05:30.070,21.5,102359.19
2018-02-21 22:05:30.070,21.5,102361.08
2018-02-21 22:05:30.074,21.5,102361.08
2018-02-21 22:05:30.078,21.5,102353.85
2018-02-21 22:05:30.082,21.5,102364.53
2018-02-21 22:05:30.086,21.5,102364.53
2018-02-21 22:05:30.089,21.51,102357.29
2018-02-21 22:05:30.094,21.51,102363.41
2018-02-21 22:05:30.098,21.51,102362.64
2018-02-21 22:05:30.102,21.51,102362.64
2018-02-21 22:05:30.106,21.5,102361.86
2018-02-21 22:05:30.108,21.5,102356.52
2018-02-21 22:05:30.111,21.5,102356.52
2018-02-21 22:05:30.115,21.51,102358.07
2018-02-21 22:05:30.118,21.51,102362.64
2018-02-21 22:05:30.123,21.51,102362.64
2018-02-21 22:05:30.127,21.51,102362.64
2018-02-21 22:05:30.130,21.51,102359.97
2018-02-21 22:05:30.134,21.51,102357.29
2018-02-21 22:05:30.139,21.5,102361.08
2018-02-21 22:05:30.143,21.5,102361.08
2018-02-21 22:05:30.146,21.51,102362.64
2018-02-21 22:05:30.148,21.5,102364.53
2018-02-21 22:05:30.152,21.5,102364.53
2018-02-21 22:05:30.156,21.51,102362.64
2018-02-21 22:05:30.160,21.5,102355.75
2018-02-21 22:05:30.164,21.5,102355.75
2018-02-21 22:05:30.168,21.5,102355.75
2018-02-21 22:05:30.172,21.5,102353.85
2018-02-21 22:05:30.176,21.51,102362.64
2018-02-21 22:05:30.180,21.51,102362.64
2018-02-21 22:05:30.181,21.5,102361.86
2018-02-21 22:05:30.184,21.51,102359.97
2018-02-21 22:05:30.189,21.5,102361.08
2018-02-21 22:05:30.192,21.5,102361.08
2018-02-21 22:05:30.196,21.51,102363.41
2018-02-21 22:05:30.201,21.5,102359.19
2018-02-21 22:05:30.206,21.5,102359.19
2018-02-21 22:05:30.209,21.5,102351.19
2018-02-21 22:05:30.213,21.5,102361.08
2018-02-21 22:05:30.217,21.5,102356.52
2018-02-21 22:05:30.218,21.5,102356.52
2018-02-21 22:05:30.221,21.51,102362.64
2018-02-21 22:05:30.225,21.51,102358.07
2018-02-21 22:05:30.229,21.51,102358.07
2018-02-21 22:05:30.233,21.5,102355.75
2018-02-21 22:05:30.238,21.51,102351.96
2018-02-21 22:05:30.242,21.51,102362.64
2018-02-21 22:05:30.246,21.51,102362.64
2018-02-21 22:05:30.250,21.5,102361.86
2018-02-21 22:05:30.254,21.51,102362.64
2018-02-21 22:05:30.258,21.51,102362.64
2018-02-21 22:05:30.259,21.51,102359.97
2018-02-21 22:05:30.262,21.51,102359.97
2018-02-21 22:05:30.266,21.5,102361.08
2018-02-21 22:05:30.270,21.5,102361.08
